type_id, subtype_id, start_time, end_time, duration, interest_rate 
3, 9, '2059-7-01 00:00:00', , 1, 1.703
3, 8, '2059-7-01 00:00:00', , 1, 0.897
3, 7, '2059-7-01 00:00:00', , 1, 0.090
1, 10, '2059-7-01 00:00:00', , 1, 1.751
2, 6, '2059-7-01 00:00:00', , 36, 1.981
2, 5, '2059-7-01 00:00:00', , 24, 1.861
2, 4, '2059-7-01 00:00:00', , 12, 1.801
2, 3, '2059-7-01 00:00:00', , 9, 1.754
2, 2, '2059-7-01 00:00:00', , 6, 1.753
2, 1, '2059-7-01 00:00:00', , 3, 1.752
3, 9, '2059-7-01 00:00:00', , 1, 1.703
3, 8, '2059-7-01 00:00:00', , 1, 0.897
3, 7, '2059-7-01 00:00:00', , 1, 0.090
1, 10, '2059-8-01 00:00:00', , 1, 1.751
2, 6, '2059-8-01 00:00:00', , 36, 1.981
2, 5, '2059-8-01 00:00:00', , 24, 1.861
2, 4, '2059-8-01 00:00:00', , 12, 1.801
2, 3, '2059-8-01 00:00:00', , 9, 1.754
2, 2, '2059-8-01 00:00:00', , 6, 1.753
2, 1, '2059-8-01 00:00:00', , 3, 1.752
3, 9, '2059-8-01 00:00:00', , 1, 1.307
3, 8, '2059-8-01 00:00:00', , 1, 0.997
3, 7, '2059-8-01 00:00:00', , 1, 0.687
1, 10, '2059-8-01 00:00:00', , 1, 1.751
2, 6, '2059-8-01 00:00:00', , 36, 1.981
2, 5, '2059-8-01 00:00:00', , 24, 1.861
2, 4, '2059-8-01 00:00:00', , 12, 1.801
2, 3, '2059-8-01 00:00:00', , 9, 1.754
2, 2, '2059-8-01 00:00:00', , 6, 1.753
2, 1, '2059-8-01 00:00:00', , 3, 1.752
3, 9, '2059-8-01 00:00:00', , 1, 1.307
3, 8, '2059-8-01 00:00:00', , 1, 0.997
3, 7, '2059-8-01 00:00:00', , 1, 0.687
1, 10, '2059-8-01 00:00:00', , 1, 1.751
2, 6, '2059-8-01 00:00:00', , 36, 1.981
2, 5, '2059-8-01 00:00:00', , 24, 1.861
2, 4, '2059-8-01 00:00:00', , 12, 1.801
2, 3, '2059-8-01 00:00:00', , 9, 1.754
2, 2, '2059-8-01 00:00:00', , 6, 1.753
2, 1, '2059-8-01 00:00:00', , 3, 1.752
3, 9, '2059-8-01 00:00:00', , 1, 1.307
3, 8, '2059-8-01 00:00:00', , 1, 0.997
3, 7, '2059-8-01 00:00:00', , 1, 0.687
1, 10, '2059-9-01 00:00:00', , 1, 1.756
2, 6, '2059-9-01 00:00:00', , 36, 1.986
2, 5, '2059-9-01 00:00:00', , 24, 1.866
2, 4, '2059-9-01 00:00:00', , 12, 1.806
2, 3, '2059-9-01 00:00:00', , 9, 1.759
2, 2, '2059-9-01 00:00:00', , 6, 1.758
2, 1, '2059-9-01 00:00:00', , 3, 1.757
3, 9, '2059-9-01 00:00:00', , 1, 1.605
3, 8, '2059-9-01 00:00:00', , 1, 1.000
3, 7, '2059-9-01 00:00:00', , 1, 0.394
1, 10, '2059-9-01 00:00:00', , 1, 1.756
2, 6, '2059-9-01 00:00:00', , 36, 1.986
2, 5, '2059-9-01 00:00:00', , 24, 1.866
2, 4, '2059-9-01 00:00:00', , 12, 1.806
2, 3, '2059-9-01 00:00:00', , 9, 1.759
2, 2, '2059-9-01 00:00:00', , 6, 1.758
2, 1, '2059-9-01 00:00:00', , 3, 1.757
3, 9, '2059-9-01 00:00:00', , 1, 1.605
3, 8, '2059-9-01 00:00:00', , 1, 1.000
3, 7, '2059-9-01 00:00:00', , 1, 0.394
1, 10, '2059-9-01 00:00:00', , 1, 1.756
2, 6, '2059-9-01 00:00:00', , 36, 1.986
2, 5, '2059-9-01 00:00:00', , 24, 1.866
2, 4, '2059-9-01 00:00:00', , 12, 1.806
2, 3, '2059-9-01 00:00:00', , 9, 1.759
2, 2, '2059-9-01 00:00:00', , 6, 1.758
2, 1, '2059-9-01 00:00:00', , 3, 1.757
3, 9, '2059-9-01 00:00:00', , 1, 1.605
3, 8, '2059-9-01 00:00:00', , 1, 1.000
3, 7, '2059-9-01 00:00:00', , 1, 0.394
1, 10, '2059-10-01 00:00:00', , 1, 1.759
2, 6, '2059-10-01 00:00:00', , 36, 1.989
2, 5, '2059-10-01 00:00:00', , 24, 1.869
2, 4, '2059-10-01 00:00:00', , 12, 1.809
2, 3, '2059-10-01 00:00:00', , 9, 1.762
2, 2, '2059-10-01 00:00:00', , 6, 1.761
2, 1, '2059-10-01 00:00:00', , 3, 1.760
3, 9, '2059-10-01 00:00:00', , 1, 1.588
3, 8, '2059-10-01 00:00:00', , 1, 1.143
3, 7, '2059-10-01 00:00:00', , 1, 0.697
1, 10, '2059-10-01 00:00:00', , 1, 1.759
2, 6, '2059-10-01 00:00:00', , 36, 1.989
2, 5, '2059-10-01 00:00:00', , 24, 1.869
2, 4, '2059-10-01 00:00:00', , 12, 1.809
2, 3, '2059-10-01 00:00:00', , 9, 1.762
2, 2, '2059-10-01 00:00:00', , 6, 1.761
2, 1, '2059-10-01 00:00:00', , 3, 1.760
3, 9, '2059-10-01 00:00:00', , 1, 1.588
3, 8, '2059-10-01 00:00:00', , 1, 1.143
3, 7, '2059-10-01 00:00:00', , 1, 0.697
1, 10, '2059-10-01 00:00:00', , 1, 1.759
2, 6, '2059-10-01 00:00:00', , 36, 1.989
2, 5, '2059-10-01 00:00:00', , 24, 1.869
2, 4, '2059-10-01 00:00:00', , 12, 1.809
2, 3, '2059-10-01 00:00:00', , 9, 1.762
2, 2, '2059-10-01 00:00:00', , 6, 1.761
2, 1, '2059-10-01 00:00:00', , 3, 1.760
3, 9, '2059-10-01 00:00:00', , 1, 1.588
3, 8, '2059-10-01 00:00:00', , 1, 1.143
3, 7, '2059-10-01 00:00:00', , 1, 0.697
1, 10, '2059-11-01 00:00:00', , 1, 1.758
2, 6, '2059-11-01 00:00:00', , 36, 1.988
2, 5, '2059-11-01 00:00:00', , 24, 1.868
2, 4, '2059-11-01 00:00:00', , 12, 1.808
2, 3, '2059-11-01 00:00:00', , 9, 1.761
2, 2, '2059-11-01 00:00:00', , 6, 1.760
2, 1, '2059-11-01 00:00:00', , 3, 1.759
3, 9, '2059-11-01 00:00:00', , 1, 0.942
3, 8, '2059-11-01 00:00:00', , 1, 0.613
3, 7, '2059-11-01 00:00:00', , 1, 0.285
1, 10, '2059-11-01 00:00:00', , 1, 1.758
2, 6, '2059-11-01 00:00:00', , 36, 1.988
2, 5, '2059-11-01 00:00:00', , 24, 1.868
2, 4, '2059-11-01 00:00:00', , 12, 1.808
2, 3, '2059-11-01 00:00:00', , 9, 1.761
2, 2, '2059-11-01 00:00:00', , 6, 1.760
2, 1, '2059-11-01 00:00:00', , 3, 1.759
3, 9, '2059-11-01 00:00:00', , 1, 0.942
3, 8, '2059-11-01 00:00:00', , 1, 0.613
3, 7, '2059-11-01 00:00:00', , 1, 0.285
1, 10, '2059-11-01 00:00:00', , 1, 1.758
2, 6, '2059-11-01 00:00:00', , 36, 1.988
2, 5, '2059-11-01 00:00:00', , 24, 1.868
2, 4, '2059-11-01 00:00:00', , 12, 1.808
2, 3, '2059-11-01 00:00:00', , 9, 1.761
2, 2, '2059-11-01 00:00:00', , 6, 1.760
2, 1, '2059-11-01 00:00:00', , 3, 1.759
3, 9, '2059-11-01 00:00:00', , 1, 0.942
3, 8, '2059-11-01 00:00:00', , 1, 0.613
3, 7, '2059-11-01 00:00:00', , 1, 0.285
1, 10, '2059-12-01 00:00:00', , 1, 1.757
2, 6, '2059-12-01 00:00:00', , 36, 1.987
2, 5, '2059-12-01 00:00:00', , 24, 1.867
2, 4, '2059-12-01 00:00:00', , 12, 1.807
2, 3, '2059-12-01 00:00:00', , 9, 1.760
2, 2, '2059-12-01 00:00:00', , 6, 1.759
2, 1, '2059-12-01 00:00:00', , 3, 1.758
3, 9, '2059-12-01 00:00:00', , 1, 1.289
3, 8, '2059-12-01 00:00:00', , 1, 0.943
3, 7, '2059-12-01 00:00:00', , 1, 0.597
1, 10, '2059-12-01 00:00:00', , 1, 1.757
2, 6, '2059-12-01 00:00:00', , 36, 1.987
2, 5, '2059-12-01 00:00:00', , 24, 1.867
2, 4, '2059-12-01 00:00:00', , 12, 1.807
2, 3, '2059-12-01 00:00:00', , 9, 1.760
2, 2, '2059-12-01 00:00:00', , 6, 1.759
2, 1, '2059-12-01 00:00:00', , 3, 1.758
3, 9, '2059-12-01 00:00:00', , 1, 1.289
3, 8, '2059-12-01 00:00:00', , 1, 0.943
3, 7, '2059-12-01 00:00:00', , 1, 0.597
1, 10, '2059-12-01 00:00:00', , 1, 1.757
2, 6, '2059-12-01 00:00:00', , 36, 1.987
2, 5, '2059-12-01 00:00:00', , 24, 1.867
2, 4, '2059-12-01 00:00:00', , 12, 1.807
2, 3, '2059-12-01 00:00:00', , 9, 1.760
2, 2, '2059-12-01 00:00:00', , 6, 1.759
2, 1, '2059-12-01 00:00:00', , 3, 1.758
3, 9, '2059-12-01 00:00:00', , 1, 1.289
3, 8, '2059-12-01 00:00:00', , 1, 0.943
3, 7, '2059-12-01 00:00:00', , 1, 0.597
1, 10, '2060-1-01 00:00:00', , 1, 1.753
2, 6, '2060-1-01 00:00:00', , 36, 1.983
2, 5, '2060-1-01 00:00:00', , 24, 1.863
2, 4, '2060-1-01 00:00:00', , 12, 1.803
2, 3, '2060-1-01 00:00:00', , 9, 1.756
2, 2, '2060-1-01 00:00:00', , 6, 1.755
2, 1, '2060-1-01 00:00:00', , 3, 1.754
3, 9, '2060-1-01 00:00:00', , 1, 0.033
3, 8, '2060-1-01 00:00:00', , 1, 0.171
3, 7, '2060-1-01 00:00:00', , 1, 0.309
1, 10, '2060-1-01 00:00:00', , 1, 1.753
2, 6, '2060-1-01 00:00:00', , 36, 1.983
2, 5, '2060-1-01 00:00:00', , 24, 1.863
2, 4, '2060-1-01 00:00:00', , 12, 1.803
2, 3, '2060-1-01 00:00:00', , 9, 1.756
2, 2, '2060-1-01 00:00:00', , 6, 1.755
2, 1, '2060-1-01 00:00:00', , 3, 1.754
3, 9, '2060-1-01 00:00:00', , 1, 0.033
3, 8, '2060-1-01 00:00:00', , 1, 0.171
3, 7, '2060-1-01 00:00:00', , 1, 0.309
1, 10, '2060-1-01 00:00:00', , 1, 1.753
2, 6, '2060-1-01 00:00:00', , 36, 1.983
2, 5, '2060-1-01 00:00:00', , 24, 1.863
2, 4, '2060-1-01 00:00:00', , 12, 1.803
2, 3, '2060-1-01 00:00:00', , 9, 1.756
2, 2, '2060-1-01 00:00:00', , 6, 1.755
2, 1, '2060-1-01 00:00:00', , 3, 1.754
3, 9, '2060-1-01 00:00:00', , 1, 0.033
3, 8, '2060-1-01 00:00:00', , 1, 0.171
3, 7, '2060-1-01 00:00:00', , 1, 0.309
1, 10, '2060-2-01 00:00:00', , 1, 1.738
2, 6, '2060-2-01 00:00:00', , 36, 1.968
2, 5, '2060-2-01 00:00:00', , 24, 1.848
2, 4, '2060-2-01 00:00:00', , 12, 1.788
2, 3, '2060-2-01 00:00:00', , 9, 1.741
2, 2, '2060-2-01 00:00:00', , 6, 1.740
2, 1, '2060-2-01 00:00:00', , 3, 1.739
3, 9, '2060-2-01 00:00:00', , 1, 1.793
3, 8, '2060-2-01 00:00:00', , 1, 1.192
3, 7, '2060-2-01 00:00:00', , 1, 0.590
1, 10, '2060-2-01 00:00:00', , 1, 1.738
2, 6, '2060-2-01 00:00:00', , 36, 1.968
2, 5, '2060-2-01 00:00:00', , 24, 1.848
2, 4, '2060-2-01 00:00:00', , 12, 1.788
2, 3, '2060-2-01 00:00:00', , 9, 1.741
2, 2, '2060-2-01 00:00:00', , 6, 1.740
2, 1, '2060-2-01 00:00:00', , 3, 1.739
3, 9, '2060-2-01 00:00:00', , 1, 1.793
3, 8, '2060-2-01 00:00:00', , 1, 1.192
3, 7, '2060-2-01 00:00:00', , 1, 0.590
1, 10, '2060-2-01 00:00:00', , 1, 1.738
2, 6, '2060-2-01 00:00:00', , 36, 1.968
2, 5, '2060-2-01 00:00:00', , 24, 1.848
2, 4, '2060-2-01 00:00:00', , 12, 1.788
2, 3, '2060-2-01 00:00:00', , 9, 1.741
2, 2, '2060-2-01 00:00:00', , 6, 1.740
2, 1, '2060-2-01 00:00:00', , 3, 1.739
3, 9, '2060-2-01 00:00:00', , 1, 1.793
3, 8, '2060-2-01 00:00:00', , 1, 1.192
3, 7, '2060-2-01 00:00:00', , 1, 0.590
1, 10, '2060-3-01 00:00:00', , 1, 1.724
2, 6, '2060-3-01 00:00:00', , 36, 1.954
2, 5, '2060-3-01 00:00:00', , 24, 1.834
2, 4, '2060-3-01 00:00:00', , 12, 1.774
2, 3, '2060-3-01 00:00:00', , 9, 1.727
2, 2, '2060-3-01 00:00:00', , 6, 1.726
2, 1, '2060-3-01 00:00:00', , 3, 1.725
3, 9, '2060-3-01 00:00:00', , 1, 1.622
3, 8, '2060-3-01 00:00:00', , 1, 1.052
3, 7, '2060-3-01 00:00:00', , 1, 0.483
1, 10, '2060-3-01 00:00:00', , 1, 1.724
2, 6, '2060-3-01 00:00:00', , 36, 1.954
2, 5, '2060-3-01 00:00:00', , 24, 1.834
2, 4, '2060-3-01 00:00:00', , 12, 1.774
2, 3, '2060-3-01 00:00:00', , 9, 1.727
2, 2, '2060-3-01 00:00:00', , 6, 1.726
2, 1, '2060-3-01 00:00:00', , 3, 1.725
3, 9, '2060-3-01 00:00:00', , 1, 1.622
3, 8, '2060-3-01 00:00:00', , 1, 1.052
3, 7, '2060-3-01 00:00:00', , 1, 0.483
1, 10, '2060-3-01 00:00:00', , 1, 1.724
2, 6, '2060-3-01 00:00:00', , 36, 1.954
2, 5, '2060-3-01 00:00:00', , 24, 1.834
2, 4, '2060-3-01 00:00:00', , 12, 1.774
2, 3, '2060-3-01 00:00:00', , 9, 1.727
2, 2, '2060-3-01 00:00:00', , 6, 1.726
2, 1, '2060-3-01 00:00:00', , 3, 1.725
3, 9, '2060-3-01 00:00:00', , 1, 1.622
3, 8, '2060-3-01 00:00:00', , 1, 1.052
3, 7, '2060-3-01 00:00:00', , 1, 0.483
1, 10, '2060-4-01 00:00:00', , 1, 1.717
2, 6, '2060-4-01 00:00:00', , 36, 1.947
2, 5, '2060-4-01 00:00:00', , 24, 1.827
2, 4, '2060-4-01 00:00:00', , 12, 1.767
2, 3, '2060-4-01 00:00:00', , 9, 1.720
2, 2, '2060-4-01 00:00:00', , 6, 1.719
2, 1, '2060-4-01 00:00:00', , 3, 1.718
3, 9, '2060-4-01 00:00:00', , 1, 0.852
3, 8, '2060-4-01 00:00:00', , 1, 0.654
3, 7, '2060-4-01 00:00:00', , 1, 0.457
1, 10, '2060-4-01 00:00:00', , 1, 1.717
2, 6, '2060-4-01 00:00:00', , 36, 1.947
2, 5, '2060-4-01 00:00:00', , 24, 1.827
2, 4, '2060-4-01 00:00:00', , 12, 1.767
2, 3, '2060-4-01 00:00:00', , 9, 1.720
2, 2, '2060-4-01 00:00:00', , 6, 1.719
2, 1, '2060-4-01 00:00:00', , 3, 1.718
3, 9, '2060-4-01 00:00:00', , 1, 0.852
3, 8, '2060-4-01 00:00:00', , 1, 0.654
3, 7, '2060-4-01 00:00:00', , 1, 0.457
1, 10, '2060-4-01 00:00:00', , 1, 1.717
2, 6, '2060-4-01 00:00:00', , 36, 1.947
2, 5, '2060-4-01 00:00:00', , 24, 1.827
2, 4, '2060-4-01 00:00:00', , 12, 1.767
2, 3, '2060-4-01 00:00:00', , 9, 1.720
2, 2, '2060-4-01 00:00:00', , 6, 1.719
2, 1, '2060-4-01 00:00:00', , 3, 1.718
3, 9, '2060-4-01 00:00:00', , 1, 0.852
3, 8, '2060-4-01 00:00:00', , 1, 0.654
3, 7, '2060-4-01 00:00:00', , 1, 0.457
1, 10, '2060-5-01 00:00:00', , 1, 1.709
2, 6, '2060-5-01 00:00:00', , 36, 1.939
2, 5, '2060-5-01 00:00:00', , 24, 1.819
2, 4, '2060-5-01 00:00:00', , 12, 1.759
2, 3, '2060-5-01 00:00:00', , 9, 1.712
2, 2, '2060-5-01 00:00:00', , 6, 1.711
2, 1, '2060-5-01 00:00:00', , 3, 1.710
3, 9, '2060-5-01 00:00:00', , 1, 0.343
3, 8, '2060-5-01 00:00:00', , 1, 0.322
3, 7, '2060-5-01 00:00:00', , 1, 0.301
1, 10, '2060-5-01 00:00:00', , 1, 1.709
2, 6, '2060-5-01 00:00:00', , 36, 1.939
2, 5, '2060-5-01 00:00:00', , 24, 1.819
2, 4, '2060-5-01 00:00:00', , 12, 1.759
2, 3, '2060-5-01 00:00:00', , 9, 1.712
2, 2, '2060-5-01 00:00:00', , 6, 1.711
2, 1, '2060-5-01 00:00:00', , 3, 1.710
3, 9, '2060-5-01 00:00:00', , 1, 0.343
3, 8, '2060-5-01 00:00:00', , 1, 0.322
3, 7, '2060-5-01 00:00:00', , 1, 0.301
1, 10, '2060-5-01 00:00:00', , 1, 1.709
2, 6, '2060-5-01 00:00:00', , 36, 1.939
2, 5, '2060-5-01 00:00:00', , 24, 1.819
2, 4, '2060-5-01 00:00:00', , 12, 1.759
2, 3, '2060-5-01 00:00:00', , 9, 1.712
2, 2, '2060-5-01 00:00:00', , 6, 1.711
2, 1, '2060-5-01 00:00:00', , 3, 1.710
3, 9, '2060-5-01 00:00:00', , 1, 0.343
3, 8, '2060-5-01 00:00:00', , 1, 0.322
3, 7, '2060-5-01 00:00:00', , 1, 0.301
1, 10, '2060-6-01 00:00:00', , 1, 1.708
2, 6, '2060-6-01 00:00:00', , 36, 1.938
2, 5, '2060-6-01 00:00:00', , 24, 1.818
2, 4, '2060-6-01 00:00:00', , 12, 1.758
2, 3, '2060-6-01 00:00:00', , 9, 1.711
2, 2, '2060-6-01 00:00:00', , 6, 1.710
2, 1, '2060-6-01 00:00:00', , 3, 1.709
3, 9, '2060-6-01 00:00:00', , 1, 0.923
3, 8, '2060-6-01 00:00:00', , 1, 0.645
3, 7, '2060-6-01 00:00:00', , 1, 0.367
1, 10, '2060-6-01 00:00:00', , 1, 1.708
2, 6, '2060-6-01 00:00:00', , 36, 1.938
2, 5, '2060-6-01 00:00:00', , 24, 1.818
2, 4, '2060-6-01 00:00:00', , 12, 1.758
2, 3, '2060-6-01 00:00:00', , 9, 1.711
2, 2, '2060-6-01 00:00:00', , 6, 1.710
2, 1, '2060-6-01 00:00:00', , 3, 1.709
3, 9, '2060-6-01 00:00:00', , 1, 0.923
3, 8, '2060-6-01 00:00:00', , 1, 0.645
3, 7, '2060-6-01 00:00:00', , 1, 0.367
1, 10, '2060-6-01 00:00:00', , 1, 1.708
2, 6, '2060-6-01 00:00:00', , 36, 1.938
2, 5, '2060-6-01 00:00:00', , 24, 1.818
2, 4, '2060-6-01 00:00:00', , 12, 1.758
2, 3, '2060-6-01 00:00:00', , 9, 1.711
2, 2, '2060-6-01 00:00:00', , 6, 1.710
2, 1, '2060-6-01 00:00:00', , 3, 1.709
3, 9, '2060-6-01 00:00:00', , 1, 0.923
3, 8, '2060-6-01 00:00:00', , 1, 0.645
3, 7, '2060-6-01 00:00:00', , 1, 0.367
1, 10, '2060-7-01 00:00:00', , 1, 1.702
2, 6, '2060-7-01 00:00:00', , 36, 1.932
2, 5, '2060-7-01 00:00:00', , 24, 1.812
2, 4, '2060-7-01 00:00:00', , 12, 1.752
2, 3, '2060-7-01 00:00:00', , 9, 1.705
2, 2, '2060-7-01 00:00:00', , 6, 1.704
2, 1, '2060-7-01 00:00:00', , 3, 1.703
3, 9, '2060-7-01 00:00:00', , 1, -0.925
3, 8, '2060-7-01 00:00:00', , 1, -0.186
3, 7, '2060-7-01 00:00:00', , 1, 0.552
1, 10, '2060-7-01 00:00:00', , 1, 1.702
2, 6, '2060-7-01 00:00:00', , 36, 1.932
2, 5, '2060-7-01 00:00:00', , 24, 1.812
2, 4, '2060-7-01 00:00:00', , 12, 1.752
2, 3, '2060-7-01 00:00:00', , 9, 1.705
2, 2, '2060-7-01 00:00:00', , 6, 1.704
2, 1, '2060-7-01 00:00:00', , 3, 1.703
3, 9, '2060-7-01 00:00:00', , 1, -0.925
3, 8, '2060-7-01 00:00:00', , 1, -0.186
3, 7, '2060-7-01 00:00:00', , 1, 0.552
1, 10, '2060-7-01 00:00:00', , 1, 1.702
2, 6, '2060-7-01 00:00:00', , 36, 1.932
2, 5, '2060-7-01 00:00:00', , 24, 1.812
2, 4, '2060-7-01 00:00:00', , 12, 1.752
2, 3, '2060-7-01 00:00:00', , 9, 1.705
2, 2, '2060-7-01 00:00:00', , 6, 1.704
2, 1, '2060-7-01 00:00:00', , 3, 1.703
3, 9, '2060-7-01 00:00:00', , 1, -0.925
3, 8, '2060-7-01 00:00:00', , 1, -0.186
3, 7, '2060-7-01 00:00:00', , 1, 0.552
1, 10, '2060-8-01 00:00:00', , 1, 1.692
2, 6, '2060-8-01 00:00:00', , 36, 1.922
2, 5, '2060-8-01 00:00:00', , 24, 1.802
2, 4, '2060-8-01 00:00:00', , 12, 1.742
2, 3, '2060-8-01 00:00:00', , 9, 1.695
2, 2, '2060-8-01 00:00:00', , 6, 1.694
2, 1, '2060-8-01 00:00:00', , 3, 1.693
3, 9, '2060-8-01 00:00:00', , 1, 0.334
3, 8, '2060-8-01 00:00:00', , 1, 0.167
3, 7, '2060-8-01 00:00:00', , 1, -0.000
1, 10, '2060-8-01 00:00:00', , 1, 1.692
2, 6, '2060-8-01 00:00:00', , 36, 1.922
2, 5, '2060-8-01 00:00:00', , 24, 1.802
2, 4, '2060-8-01 00:00:00', , 12, 1.742
2, 3, '2060-8-01 00:00:00', , 9, 1.695
2, 2, '2060-8-01 00:00:00', , 6, 1.694
2, 1, '2060-8-01 00:00:00', , 3, 1.693
3, 9, '2060-8-01 00:00:00', , 1, 0.334
3, 8, '2060-8-01 00:00:00', , 1, 0.167
3, 7, '2060-8-01 00:00:00', , 1, -0.000
1, 10, '2060-8-01 00:00:00', , 1, 1.692
2, 6, '2060-8-01 00:00:00', , 36, 1.922
2, 5, '2060-8-01 00:00:00', , 24, 1.802
2, 4, '2060-8-01 00:00:00', , 12, 1.742
2, 3, '2060-8-01 00:00:00', , 9, 1.695
2, 2, '2060-8-01 00:00:00', , 6, 1.694
2, 1, '2060-8-01 00:00:00', , 3, 1.693
3, 9, '2060-8-01 00:00:00', , 1, 0.334
3, 8, '2060-8-01 00:00:00', , 1, 0.167
3, 7, '2060-8-01 00:00:00', , 1, -0.000
1, 10, '2060-9-01 00:00:00', , 1, 1.701
2, 6, '2060-9-01 00:00:00', , 36, 1.931
2, 5, '2060-9-01 00:00:00', , 24, 1.811
2, 4, '2060-9-01 00:00:00', , 12, 1.751
2, 3, '2060-9-01 00:00:00', , 9, 1.704
2, 2, '2060-9-01 00:00:00', , 6, 1.703
2, 1, '2060-9-01 00:00:00', , 3, 1.702
3, 9, '2060-9-01 00:00:00', , 1, 3.040
3, 8, '2060-9-01 00:00:00', , 1, 1.629
3, 7, '2060-9-01 00:00:00', , 1, 0.217
1, 10, '2060-9-01 00:00:00', , 1, 1.701
2, 6, '2060-9-01 00:00:00', , 36, 1.931
2, 5, '2060-9-01 00:00:00', , 24, 1.811
2, 4, '2060-9-01 00:00:00', , 12, 1.751
2, 3, '2060-9-01 00:00:00', , 9, 1.704
2, 2, '2060-9-01 00:00:00', , 6, 1.703
2, 1, '2060-9-01 00:00:00', , 3, 1.702
3, 9, '2060-9-01 00:00:00', , 1, 3.040
3, 8, '2060-9-01 00:00:00', , 1, 1.629
3, 7, '2060-9-01 00:00:00', , 1, 0.217
1, 10, '2060-9-01 00:00:00', , 1, 1.701
2, 6, '2060-9-01 00:00:00', , 36, 1.931
2, 5, '2060-9-01 00:00:00', , 24, 1.811
2, 4, '2060-9-01 00:00:00', , 12, 1.751
2, 3, '2060-9-01 00:00:00', , 9, 1.704
2, 2, '2060-9-01 00:00:00', , 6, 1.703
2, 1, '2060-9-01 00:00:00', , 3, 1.702
3, 9, '2060-9-01 00:00:00', , 1, 3.040
3, 8, '2060-9-01 00:00:00', , 1, 1.629
3, 7, '2060-9-01 00:00:00', , 1, 0.217
1, 10, '2060-10-01 00:00:00', , 1, 1.702
2, 6, '2060-10-01 00:00:00', , 36, 1.932
2, 5, '2060-10-01 00:00:00', , 24, 1.812
2, 4, '2060-10-01 00:00:00', , 12, 1.752
2, 3, '2060-10-01 00:00:00', , 9, 1.705
2, 2, '2060-10-01 00:00:00', , 6, 1.704
2, 1, '2060-10-01 00:00:00', , 3, 1.703
3, 9, '2060-10-01 00:00:00', , 1, 0.570
3, 8, '2060-10-01 00:00:00', , 1, 0.347
3, 7, '2060-10-01 00:00:00', , 1, 0.124
1, 10, '2060-10-01 00:00:00', , 1, 1.702
2, 6, '2060-10-01 00:00:00', , 36, 1.932
2, 5, '2060-10-01 00:00:00', , 24, 1.812
2, 4, '2060-10-01 00:00:00', , 12, 1.752
2, 3, '2060-10-01 00:00:00', , 9, 1.705
2, 2, '2060-10-01 00:00:00', , 6, 1.704
2, 1, '2060-10-01 00:00:00', , 3, 1.703
3, 9, '2060-10-01 00:00:00', , 1, 0.570
3, 8, '2060-10-01 00:00:00', , 1, 0.347
3, 7, '2060-10-01 00:00:00', , 1, 0.124
1, 10, '2060-10-01 00:00:00', , 1, 1.702
2, 6, '2060-10-01 00:00:00', , 36, 1.932
2, 5, '2060-10-01 00:00:00', , 24, 1.812
2, 4, '2060-10-01 00:00:00', , 12, 1.752
2, 3, '2060-10-01 00:00:00', , 9, 1.705
2, 2, '2060-10-01 00:00:00', , 6, 1.704
2, 1, '2060-10-01 00:00:00', , 3, 1.703
3, 9, '2060-10-01 00:00:00', , 1, 0.570
3, 8, '2060-10-01 00:00:00', , 1, 0.347
3, 7, '2060-10-01 00:00:00', , 1, 0.124
1, 10, '2060-11-01 00:00:00', , 1, 1.697
2, 6, '2060-11-01 00:00:00', , 36, 1.927
2, 5, '2060-11-01 00:00:00', , 24, 1.807
2, 4, '2060-11-01 00:00:00', , 12, 1.747
2, 3, '2060-11-01 00:00:00', , 9, 1.700
2, 2, '2060-11-01 00:00:00', , 6, 1.699
2, 1, '2060-11-01 00:00:00', , 3, 1.698
3, 9, '2060-11-01 00:00:00', , 1, 0.169
3, 8, '2060-11-01 00:00:00', , 1, 0.174
3, 7, '2060-11-01 00:00:00', , 1, 0.179
1, 10, '2060-11-01 00:00:00', , 1, 1.697
2, 6, '2060-11-01 00:00:00', , 36, 1.927
2, 5, '2060-11-01 00:00:00', , 24, 1.807
2, 4, '2060-11-01 00:00:00', , 12, 1.747
2, 3, '2060-11-01 00:00:00', , 9, 1.700
2, 2, '2060-11-01 00:00:00', , 6, 1.699
2, 1, '2060-11-01 00:00:00', , 3, 1.698
3, 9, '2060-11-01 00:00:00', , 1, 0.169
3, 8, '2060-11-01 00:00:00', , 1, 0.174
3, 7, '2060-11-01 00:00:00', , 1, 0.179
1, 10, '2060-11-01 00:00:00', , 1, 1.697
2, 6, '2060-11-01 00:00:00', , 36, 1.927
2, 5, '2060-11-01 00:00:00', , 24, 1.807
2, 4, '2060-11-01 00:00:00', , 12, 1.747
2, 3, '2060-11-01 00:00:00', , 9, 1.700
2, 2, '2060-11-01 00:00:00', , 6, 1.699
2, 1, '2060-11-01 00:00:00', , 3, 1.698
3, 9, '2060-11-01 00:00:00', , 1, 0.169
3, 8, '2060-11-01 00:00:00', , 1, 0.174
3, 7, '2060-11-01 00:00:00', , 1, 0.179
1, 10, '2060-12-01 00:00:00', , 1, 1.692
2, 6, '2060-12-01 00:00:00', , 36, 1.922
2, 5, '2060-12-01 00:00:00', , 24, 1.802
2, 4, '2060-12-01 00:00:00', , 12, 1.742
2, 3, '2060-12-01 00:00:00', , 9, 1.695
2, 2, '2060-12-01 00:00:00', , 6, 1.694
